"","X","Pub.Date","Top.Stories","URL","Entity.MP","Entity.Province","Entity.Infrastructure","Entity.Healthcare","Entity.Police","Entity.Education","Entity.Politics","Entity.Extractive.Industry","Entity.Agriculture.Livestock","Entity.Defence","Entity.Tourism"
"142",142,"June 2, 2023","Bank of China launched in PNG","https://www.postcourier.com.pg/bank-of-china-launched-in-png/","Marape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,"June 2, 2023","PM reflects on leaders meet","https://www.postcourier.com.pg/pm-reflects-on-leaders-meet/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"144",144,"June 2, 2023","Alcohol-related conflicts irk Met Supt Kunyanban","https://www.postcourier.com.pg/alcohol-related-conflicts-irk-met-supt-kunyanban/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,"June 2, 2023","Increase in students sitting for exams in Hela","https://www.postcourier.com.pg/increase-in-students-sitting-for-exams-in-hela/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,"June 2, 2023","Police allegedly ransack six trade stores","https://www.postcourier.com.pg/police-allegedly-ransack-six-trade-stores/","Thomas",NA,NA,NA,"Police",NA,NA,NA,NA,NA,NA
"147",147,"June 2, 2023","NIO report reveals K300m given to Govt MPs for 2022 election","https://www.postcourier.com.pg/nio-report-reveals-k300m-given-to-govt-mps-for-2022-election/","Peter",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"148",148,"June 1, 2023","Government ordered to justify gold deal","https://www.postcourier.com.pg/government-ordered-to-justify-gold-deal/","Paita",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"149",149,"June 1, 2023","Appeal for disaster help","https://www.postcourier.com.pg/appeal-for-disaster-help/","Temu",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"150",150,"June 1, 2023","Concern on increasing rateof mental illnesses in society","https://www.postcourier.com.pg/concern-on-increasing-rateof-mental-illnesses-in-society/","Tom",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"151",151,"June 1, 2023","K191 million to go to accounts soon: Uguro","https://www.postcourier.com.pg/k191-million-to-go-to-accounts-soon-uguro/","Uguro",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"152",152,"June 1, 2023","Air Niugini in talks for new fleet","https://www.postcourier.com.pg/air-niugini-intalks-for-new-fleet/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"June 1, 2023","Roads and drains clean up","https://www.postcourier.com.pg/roads-and-drains-clean-up/",NA,NA,"Road",NA,NA,NA,NA,NA,NA,NA,NA
"154",154,"June 1, 2023","78,966 grade 10 students sit for exams","https://www.postcourier.com.pg/78966-grade-10-students-sit-for-exams/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,"June 1, 2023","Company questions Govt onback charges on import duty","https://www.postcourier.com.pg/company-questions-govt-onback-charges-on-import-duty/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"156",156,"June 1, 2023","Pest outbreak threatens food security","https://www.postcourier.com.pg/pest-outbreak-threatens-food-security/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"May 31, 2023","Surviving from this well","https://www.postcourier.com.pg/by-theophiles-singh/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,"May 31, 2023","Cancer prevention through healthy lifestyle","https://www.postcourier.com.pg/cancer-prevention-through-healthy-lifestyle/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,"May 31, 2023","Water a major need in city","https://www.postcourier.com.pg/water-a-major-need-in-city/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,"May 31, 2023","Marape meets Marles","https://www.postcourier.com.pg/marape-meets-marles/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"161",161,"May 31, 2023","Drugs seized along Hiritano Highway","https://www.postcourier.com.pg/drugs-seized-along-hiritano-highway/","Thomas","Central","Road",NA,"Police",NA,NA,NA,NA,NA,NA
"162",162,"May 31, 2023","Only three Maseratis sold","https://www.postcourier.com.pg/only-three-maseratis-sold/","Simon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,"May 31, 2023","Dug out water well posing health risk to community","https://www.postcourier.com.pg/dug-out-water-well-posing-health-risk-to-community/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,"May 31, 2023","PNG and SKorea revisit fisheries deal: Wong","https://www.postcourier.com.pg/png-and-skorea-revisit-fisheries-deal-wong/","Wong",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"165",165,"May 31, 2023","Marape invites Korean president to visit PNG","https://www.postcourier.com.pg/marape-invites-korean-president-to-visit-png/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"166",166,"May 31, 2023","Bid to bring Korea into Pacific region","https://www.postcourier.com.pg/bid-to-bring-koreainto-pacific-region/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"167",167,"May 31, 2023","Weather Office issues flood and strong wind warning issued","https://www.postcourier.com.pg/weather-office-issues-flood-and-strong-wind-warning-issued/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"May 31, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-308/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,"May 30, 2023","No panadol","https://www.postcourier.com.pg/no-panadol/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,"May 30, 2023","Brian Bell workers go for test","https://www.postcourier.com.pg/brian-bell-workers-go-for-test/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,"May 30, 2023","MVIL opens two branches to fast track services","https://www.postcourier.com.pg/mvil-opens-two-branches-to-fast-track-services/","Wenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,"May 30, 2023","Motorists urged to stay off the road","https://www.postcourier.com.pg/motorists-urged-to-stay-off-the-road/","Patrick",NA,"Road",NA,NA,NA,NA,NA,NA,NA,NA
"173",173,"May 30, 2023","Central PHA urged to keep new hospital up and running","https://www.postcourier.com.pg/central-pha-urge-to-keep-new-hospital-up-and-running/",NA,"Central",NA,"Hospital",NA,NA,NA,NA,NA,NA,NA
"174",174,"May 30, 2023","Korea-Pacific Islands Summit in Seoul underway","https://www.postcourier.com.pg/korea-pacific-islands-summit-in-seoul-underway/","Henry",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"175",175,"May 30, 2023","Rains indicate El ninoperiod ahead","https://www.postcourier.com.pg/rains-indicate-el-ninoperiod-ahead/","Jimmy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,"May 30, 2023","NCD and Central under water","https://www.postcourier.com.pg/ncd-and-central-under-water/","Jimmy","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,"May 30, 2023","Total neglect for Vudal ward road in Gazelle district","https://www.postcourier.com.pg/total-neglect-for-vudal-ward-road-in-gazelle-district/",NA,NA,"Road",NA,NA,NA,NA,NA,NA,NA,NA
"178",178,"May 30, 2023","People of Abau have waited too long: Locals","https://www.postcourier.com.pg/people-of-abau-have-waited-too-long-locals/","Puka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,"May 30, 2023","3 by-elections to cost K14m","https://www.postcourier.com.pg/3-by-elections-to-cost-k14m/","Simon",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"180",180,"May 29, 2023","Paraka: Decision a shocker","https://www.postcourier.com.pg/paraka-decisiona-shocker/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,"May 26, 2023","Challenge of PM election goes toÂ trial","https://www.postcourier.com.pg/challenge-of-pm-election-goes-to-trial/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"182",182,"May 26, 2023","Kramer responds to dismissal","https://www.postcourier.com.pg/kramer-responds-to-dismissal/","Sir",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"183",183,"May 26, 2023","Paraka Found Guilty","https://www.postcourier.com.pg/paraka-found-guilty/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,"May 26, 2023","Expatriate killed in robbery","https://www.postcourier.com.pg/https-www-postcourier-com-pg-expatriate-killed-in-robbery/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,"May 26, 2023","Air Niugini announce safe return of aircraft after engine shutdown.","https://www.postcourier.com.pg/air-niugini-announce-safe-return-of-aircraft-after-engine-shutdown/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,"May 26, 2023","GG signs off on dismissal","https://www.postcourier.com.pg/gg-signs-off-on-dismissal/","Sir",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"187",187,"May 25, 2023","POMGEN on notice!","https://www.postcourier.com.pg/pomgen-on-notice/","Tom",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"188",188,"May 25, 2023","Work resumes on Healy parade","https://www.postcourier.com.pg/work-resumes-on-healy-parade/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,"May 23, 2023","PNG, US sign Defence deal","https://www.postcourier.com.pg/png-us-sign-defence-deal/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"PNGDF",NA
"190",190,"May 23, 2023","Patients still awaiting treatment","https://www.postcourier.com.pg/patients-still-awaiting-treatment/","Steven",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,"May 21, 2023","Senior officer dies in Wewak","https://www.postcourier.com.pg/senior-officer-dies-in-wewak/","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,"May 21, 2023","PM Marape confirms signing of Agreements","https://www.postcourier.com.pg/pm-marape-confirms-signing-of-agreements/","Chris",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"193",193,"May 21, 2023","Minister Conroy to visit PNG","https://www.postcourier.com.pg/minister-conroy-to-visit-png/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"194",194,"May 21, 2023","Police appeal for supportÂ ","https://www.postcourier.com.pg/police-appeal-for-support0/",NA,NA,NA,NA,"Police",NA,NA,NA,NA,"Defence",NA
"195",195,"May 21, 2023","PM Marape says no laws broken in Defence Agreement","https://www.postcourier.com.pg/pm-marape-says-no-laws-broken-in-defence-agreement/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"196",196,"May 21, 2023","Security set as leaders arrive into Port Moresby","https://www.postcourier.com.pg/security-set-as-leaders-arrive-into-port-moresby/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"197",197,"May 21, 2023","PNG, Fiji to speak with one voice","https://www.postcourier.com.pg/png-fiji-to-speak-with-one-voice/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"198",198,"May 20, 2023","Defence Agreement with US will not change any laws","https://www.postcourier.com.pg/defence-agreement-with-us-will-not-change-any-laws/","Elias",NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"199",199,"May 20, 2023","Delegation in order of arrival update","https://www.postcourier.com.pg/delegation-in-order-of-arrival-update/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"May 19, 2023","Public holiday stands","https://www.postcourier.com.pg/public-holiday-stands/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"201",201,"May 19, 2023","Governor-General welcomes PM Rabuka, accepts traditional apology","https://www.postcourier.com.pg/governor-general-welcomes-pm-rabuka-accepts-traditional-apology/","Sir",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"202",202,"May 19, 2023","Expel TikTok video stars: Tangui","https://www.postcourier.com.pg/expel-tiktok-video-stars-tangui/","Keith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,"May 19, 2023","Secretary Blinkenâ€™s Trip to Papua New Guinea","https://www.postcourier.com.pg/secretary-blinkens-trip-to-papua-new-guinea/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"204",204,"May 19, 2023","Hipkins keen for bilateral talks with PNG","https://www.postcourier.com.pg/hipkins-keen-for-bilateral-talks-with-png/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"205",205,"May 19, 2023","US Secretary of State to arrive on Monday","https://www.postcourier.com.pg/us-secretary-of-state-to-arrive-on-monday/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"206",206,"May 19, 2023","Delay likely for LLG elections: EC","https://www.postcourier.com.pg/delay-likely-for-llg-elections-ec/","Simon",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"207",207,"May 19, 2023","Agisa to answer to corruption charges","https://www.postcourier.com.pg/agisa-to-answer-to-corruption-charges/","Agisa",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"208",208,"May 19, 2023","PM receives petition","https://www.postcourier.com.pg/pm-receives-petition/","Tkatchenko",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"209",209,"May 19, 2023","Police patrol vessel Duwang among  others to monitor waters","https://www.postcourier.com.pg/police-patrol-vessel-duwang-among-others-to-monitor-waters/",NA,NA,NA,NA,"Police",NA,NA,NA,NA,"Defence",NA
"210",210,"May 19, 2023","Fiji PM arrives","https://www.postcourier.com.pg/fiji-pm-arrives/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"military",NA
"211",211,"May 19, 2023","Fr Jan confirmed as acting Secretary","https://www.postcourier.com.pg/fr-jan-confirmed-as-acting-secretary/","Polye",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"212",212,"May 18, 2023","Wau gets hooked up online","https://www.postcourier.com.pg/wau-gets-hooked-up-online/",NA,"Morobe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,"May 18, 2023","Radiation lab for Unitech","https://www.postcourier.com.pg/radiation-lab-for-unitech/","Basil","Morobe",NA,NA,NA,"Tertiary Institution","Politics",NA,NA,NA,NA
"214",214,"May 18, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-304/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",215,"May 18, 2023","Mother thanks doctors for saving her babyâ€™s life","https://www.postcourier.com.pg/mother-thanks-doctors-for-saving-her-babys-life/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,"May 18, 2023","Oâ€™Neill cautions: Be careful","https://www.postcourier.com.pg/oneill-cautions-be-careful/","Peter",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"217",217,"May 18, 2023","PMV operators want NCDC to fix the roads","https://www.postcourier.com.pg/pmv-operators-want-ncdc-to-fix-the-roads/",NA,"National Capital District","Road",NA,NA,NA,NA,NA,NA,NA,NA
"218",218,"May 18, 2023","Clean up, maintenance operation on foot","https://www.postcourier.com.pg/clean-up-maintenance-operation-on-foot/","Parkop",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"219",219,"May 18, 2023","OC to treat complaints accordingly","https://www.postcourier.com.pg/oc-to-treat-complaints-accordingly/","Tkatchenko",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"220",220,"May 18, 2023","Manning warns officers to stay away from NHC issue","https://www.postcourier.com.pg/manning-warns-officers-to-stay-away-from-nhc-issue/","David",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"221",221,"May 18, 2023","PM to announce upside of agreement today","https://www.postcourier.com.pg/pm-to-announce-upside-of-agreement-today/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"military",NA
"222",222,"May 18, 2023","Mt Hagen city in chaos","https://www.postcourier.com.pg/mt-hagen-city-in-chaos/","Rapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,"May 17, 2023","Church hands out food in outreach","https://www.postcourier.com.pg/church-hands-out-food-in-outreach/","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,"May 17, 2023","White House reaffirms POTUS program","https://www.postcourier.com.pg/white-house-reaffirms-potus-program/","Joe",NA,NA,NA,NA,NA,"Politics",NA,NA,"military",NA
"225",225,"May 17, 2023","Life in the concrete jungle","https://www.postcourier.com.pg/life-in-the-concrete-jungle/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",226,"May 17, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-303/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",227,"May 17, 2023","Defence agreement to ensure domestic security","https://www.postcourier.com.pg/defence-agreement-to-ensure-domestic-security/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"228",228,"May 17, 2023","Maru tells Aussies, enough is enough","https://www.postcourier.com.pg/maru-tells-aussies-enough-is-enough/","Maru",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"229",229,"May 17, 2023","Bhosip Kaiwi to know fate in decision next month","https://www.postcourier.com.pg/bhosip-kaiwi-to-know-fate-in-decision-next-month/","Kaiwi",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"230",230,"May 17, 2023","Govt declare Monday as public holiday","https://www.postcourier.com.pg/govt-declare-monday-as-public-holiday/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"231",231,"May 17, 2023","King invited 10","https://www.postcourier.com.pg/king-invited-10/","Tkatchenko",NA,NA,NA,NA,NA,"Politics",NA,NA,"PNGDF",NA
"232",232,"May 17, 2023","Fiji PM jets into Port Moresby tomorrow","https://www.postcourier.com.pg/fiji-pm-jets-into-port-moresby-tomorrow/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"soldiers",NA
"233",233,"May 17, 2023","Team: Support campaign to immunise children","https://www.postcourier.com.pg/team-support-campaign-to-immunise-children/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,"May 17, 2023","Aust PM not coming","https://www.postcourier.com.pg/aust-pm-not-coming/","Joe",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"235",235,"May 17, 2023","Exercise Pukpuk to involve the US for first time","https://www.postcourier.com.pg/exercise-pukpuk-to-involve-the-us-for-first-time/","Gordon",NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"236",236,"May 16, 2023","Climate change must be a priority for FIPIC","https://www.postcourier.com.pg/climate-change-must-be-a-priority-for-fipic/","William",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,"May 16, 2023","â€˜My fight against cancer has startedâ€™","https://www.postcourier.com.pg/my-fight-against-cancer-has-started/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",238,"May 16, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-302/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",239,"May 16, 2023","US president expected to sign three agreements","https://www.postcourier.com.pg/us-president-expected-to-sign-three-agreements/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"240",240,"May 16, 2023","City expected to shut down","https://www.postcourier.com.pg/city-expected-to-shut-down/","Joe",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"241",241,"May 16, 2023","PNG beefs up security for visit of world leaders","https://www.postcourier.com.pg/png-beefs-up-security-for-visit-of-world-leaders/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"242",242,"May 16, 2023","Marape: Meet with Korea â€˜very importantâ€™","https://www.postcourier.com.pg/marape-meet-with-korea-very-important/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"243",243,"May 16, 2023","Prison is no place for students, says inmate","https://www.postcourier.com.pg/prison-is-no-place-for-students-says-inmate/","Opa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",244,"May 16, 2023","Public holidays, liquor bans affect business","https://www.postcourier.com.pg/public-holidays-liquor-bans-affect-business/","Joe",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"245",245,"May 16, 2023","Biden casts fresh doubt on visit over debt crisis","https://www.postcourier.com.pg/biden-casts-fresh-doubt-on-visit-over-debt-crisis/","Tsiamalili",NA,NA,NA,NA,NA,"Politics",NA,NA,"military",NA
"246",246,"May 15, 2023","Liquor ban for Port Moresby","https://www.postcourier.com.pg/liquor-ban-for-port-moresby/","Kaupa",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"247",247,"May 15, 2023","Marape: Our country is on the global stage","https://www.postcourier.com.pg/marape-our-country-is-on-the-global-stage/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,"military",NA
"248",248,"May 15, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-300/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",249,"May 15, 2023","Kagua-Erave petition dismissed","https://www.postcourier.com.pg/kagua-erave-petition-dismissed/","Pano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
